"Rk","Player","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90","Att","Live_Pass Types","Dead_Pass Types","FK_Pass Types","TB_Pass Types","Sw_Pass Types","Crs_Pass Types","TI_Pass Types","CK_Pass Types","In_Corner Kicks","Out_Corner Kicks","Str_Corner Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Matches","url"
399,"Andrew Omobamidele","/en/players/c393a6c4/Andrew-Omobamidele","ie IRL","DF","Nott'ham Forest",21,2002,8.7,310,304,6,5,0,0,0,1,0,0,0,0,271,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
400,"Amadou Onana","/en/players/828657ff/Amadou-Onana","be BEL","MF","Everton",21,2001,23.2,1036,1017,10,6,6,14,3,1,0,0,0,0,871,9,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
401,"André Onana","/en/players/e9c0c1b2/Andre-Onana","cm CMR","GK","Manchester Utd",27,1996,38,1521,1277,236,74,1,6,0,0,0,0,0,0,1105,8,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
402,"Ryan One","/en/players/d4aa4582/Ryan-One","sct SCO","FW","Sheffield Utd",17,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
403,"Tyler Onyango","/en/players/d86a1f3e/Tyler-Onyango","eng ENG","MF","Everton",20,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
404,"Fred Onyedinma","/en/players/387d06b2/Fred-Onyedinma","eng ENG","DF,MF","Luton Town",26,1996,4.5,135,97,38,1,0,0,13,37,0,0,0,0,91,0,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
405,"Frank Onyeka","/en/players/2944f86f/Frank-Onyeka","ng NGA","MF","Brentford",25,1998,12.9,396,389,6,2,2,0,16,4,0,0,0,0,299,1,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
406,"Divock Origi","/en/players/43a166b4/Divock-Origi","be BEL","FW","Nott'ham Forest",28,1995,6.7,144,143,1,1,3,0,13,0,0,0,0,0,92,0,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
407,"Stefan Ortega","/en/players/c1242d4e/Stefan-Ortega","de GER","GK","Manchester City",30,1992,7.1,266,240,26,7,0,0,0,0,0,0,0,0,213,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
408,"Ben Osborn","/en/players/79bc4c45/Ben-Osborn","eng ENG","DF,MF","Sheffield Utd",28,1994,15.2,608,526,77,8,1,1,47,50,12,10,0,0,448,5,15,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
409,"Gabriel Osho","/en/players/cd889153/Gabriel-Osho","ng NGA","DF","Luton Town",24,1998,20.5,706,697,8,8,0,1,3,0,0,0,0,0,580,1,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
410,"William Osula","/en/players/7b355808/William-Osula","dk DEN","FW","Sheffield Utd",19,2003,8.7,93,90,2,0,0,0,2,0,0,0,0,0,49,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
411,"Dango Ouattara","/en/players/2f9e4435/Dango-Ouattara","bf BFA","FW,DF","Bournemouth",21,2002,13.7,558,473,84,8,2,1,36,73,3,0,0,0,371,1,23,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
412,"David Ozoh","/en/players/d00d45ab/David-Ozoh","eng ENG","MF,DF","Crystal Palace",18,2005,1.7,51,51,0,0,0,0,0,0,0,0,0,0,48,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
413,"João Palhinha","/en/players/a78ff07f/Joao-Palhinha","pt POR","MF","Fulham",28,1995,30,1333,1272,55,52,6,20,5,1,0,0,0,0,1098,6,29,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
414,"Cole Palmer","/en/players/dc7f8a28/Cole-Palmer","eng ENG","FW,MF","Chelsea",21,2002,29,1415,1294,111,23,27,14,81,22,55,24,12,0,1121,10,37,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
415,"Cole Palmer","/en/players/dc7f8a28/Cole-Palmer","eng ENG","MF","Manchester City",21,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
416,"Emerson Palmieri","/en/players/e0bc6fdc/Emerson-Palmieri","it ITA","DF","West Ham",28,1994,34.9,1745,1459,280,18,2,5,49,256,6,0,5,0,1421,6,57,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
417,"Lucas Paquetá","/en/players/9b6f7fd5/Lucas-Paqueta","br BRA","FW,MF","West Ham",25,1997,29.1,1465,1397,60,20,30,17,35,11,0,0,0,0,1082,8,53,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
418,"Ben Parkinson","/en/players/32163807/Ben-Parkinson","eng ENG","FW","Newcastle Utd",18,2005,0.3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
419,"Thomas Partey","/en/players/529f49ab/Thomas-Partey","gh GHA","MF,DF","Arsenal",30,1993,8.8,636,609,24,14,3,3,2,10,0,0,0,0,570,3,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
420,"Nathan Patterson","/en/players/230f0471/Nathan-Patterson","sct SCO","DF","Everton",21,2001,11.2,550,439,110,1,1,1,32,109,0,0,0,0,393,1,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
421,"Myles Peart-Harris","/en/players/ea1a5662/Myles-Peart-Harris","eng ENG","DF,MF","Brentford",20,2002,0.1,10,8,2,0,0,0,1,2,0,0,0,0,6,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
422,"Sydie Peck","/en/players/767d9605/Sydie-Peck","eng ENG","MF","Sheffield Utd",18,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
423,"Facundo Pellistri","/en/players/ac7e7b1c/Facundo-Pellistri","uy URU","FW,MF","Manchester Utd",21,2001,1.9,79,78,0,0,0,0,4,0,0,0,0,0,60,1,5,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
424,"Andreas Pereira","/en/players/6639e500/Andreas-Pereira","br BRA","MF","Fulham",27,1996,29,1295,1035,255,67,14,11,220,7,148,49,74,1,912,5,44,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
425,"Ivan Perišić","/en/players/6fe90922/Ivan-Perisic","hr CRO","FW","Tottenham",34,1989,1.1,76,72,4,1,0,1,13,2,1,1,0,0,53,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
426,"Đorđe Petrović","/en/players/0cf321c8/Djordje-Petrovic","rs SRB","GK","Chelsea",23,1999,22.1,806,629,175,26,0,0,0,0,0,0,0,0,635,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
427,"Kalvin Phillips","/en/players/4f565d77/Kalvin-Phillips","eng ENG","MF","West Ham",27,1995,3.4,179,170,7,6,1,1,1,1,0,0,0,0,141,2,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
428,"Kalvin Phillips","/en/players/4f565d77/Kalvin-Phillips","eng ENG","MF","Manchester City",27,1995,1,70,67,3,3,0,0,2,0,0,0,0,0,62,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
429,"Jaden Philogene Bidace","/en/players/19f4d211/Jaden-Philogene-Bidace","eng ENG","FW","Aston Villa",21,2002,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
430,"Jordan Pickford","/en/players/4806ec67/Jordan-Pickford","eng ENG","GK","Everton",29,1994,38,1576,1074,496,223,1,5,0,0,0,0,0,0,986,6,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
431,"Ethan Pinnock","/en/players/e541326e/Ethan-Pinnock","jm JAM","DF","Brentford",30,1993,28,1432,1374,55,26,0,8,7,24,0,0,0,0,1192,3,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
432,"Nick Pope","/en/players/4b40d9ca/Nick-Pope","eng ENG","GK","Newcastle Utd",31,1992,14.9,399,274,125,30,0,0,0,0,0,0,0,0,307,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
433,"Pedro Porro","/en/players/27d0a506/Pedro-Porro","es ESP","DF","Tottenham",23,1999,34.3,2369,1907,451,56,14,11,198,295,100,36,36,1,1806,11,68,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
434,"Jarell Quansah","/en/players/4125cb98/Jarell-Quansah","eng ENG","DF","Liverpool",20,2003,13.2,1172,1147,22,16,1,5,0,4,0,0,0,0,1038,3,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
435,"Ionuț Radu","/en/players/67f649be/Ionut-Radu","ro ROU","GK","Bournemouth",26,1997,2,68,54,14,3,0,0,0,0,0,0,0,0,56,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
436,"Jesurun Rak Sakyi","/en/players/45685411/Jesurun-Rak-Sakyi","eng ENG","MF,FW","Crystal Palace",20,2002,1.5,50,50,0,0,0,0,3,0,0,0,0,0,37,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
437,"Aaron Ramsdale","/en/players/466fb2c5/Aaron-Ramsdale","eng ENG","GK","Arsenal",25,1998,6,188,153,35,16,0,0,0,0,0,0,0,0,131,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
438,"Aaron Ramsey","/en/players/e1618c22/Aaron-Ramsey","eng ENG","MF,FW","Burnley",20,2003,5.9,151,141,9,1,1,0,2,2,0,0,0,0,118,1,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
439,"Jacob Ramsey","/en/players/1544f145/Jacob-Ramsey","eng ENG","FW,MF","Aston Villa",22,2001,9.5,322,310,12,1,3,0,11,1,10,3,0,0,257,0,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
440,"Marcus Rashford","/en/players/a1d5bd30/Marcus-Rashford","eng ENG","FW","Manchester Utd",25,1997,25.2,742,708,26,0,6,4,35,16,3,0,0,0,559,8,18,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
441,"David Raya","/en/players/98ea5115/David-Raya","es ESP","GK","Arsenal",27,1995,32,1068,898,167,71,0,1,0,0,0,0,0,0,800,3,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
442,"Tim Ream","/en/players/28b40c9c/Tim-Ream","us USA","DF","Fulham",35,1987,16.7,1060,1010,49,19,0,8,1,0,0,0,0,0,944,1,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
443,"Nathan Redmond","/en/players/ab651565/Nathan-Redmond","eng ENG","FW,MF","Burnley",29,1994,1.6,73,71,0,0,0,1,3,0,0,0,0,0,48,2,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
444,"Harrison Reed","/en/players/803ae100/Harrison-Reed","eng ENG","MF","Fulham",28,1995,14.7,748,702,46,23,2,0,19,7,5,2,3,0,627,0,24,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
445,"Sergio Reguilón","/en/players/3353737a/Sergio-Reguilon","es ESP","DF","Manchester Utd",26,1996,4.6,314,252,60,5,0,1,29,49,6,1,4,0,244,2,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
446,"Sergio Reguilón","/en/players/3353737a/Sergio-Reguilon","es ESP","DF","Brentford",26,1996,12.4,522,428,91,29,1,1,72,35,27,8,11,0,351,3,19,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
447,"Bobby Reid","/en/players/0f7533cd/Bobby-Reid","jm JAM","FW","Fulham",30,1993,15.8,487,474,12,2,2,1,35,9,1,0,0,0,364,1,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
448,"Gio Reyna","/en/players/7fa4e703/Gio-Reyna","us USA","FW,MF","Nott'ham Forest",20,2002,2.6,140,129,9,4,0,0,8,1,4,3,1,0,118,2,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
449,"Rodrigo Ribeiro","/en/players/484a3eae/Rodrigo-Ribeiro","pt POR","MF,FW","Nott'ham Forest",18,2005,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
450,"Declan Rice","/en/players/1c7012b8/Declan-Rice","eng ENG","MF","Arsenal",24,1999,35.8,2295,2181,107,48,2,17,60,1,47,38,0,0,2041,7,26,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
451,"Chris Richards","/en/players/0a3d6d2b/Chris-Richards","us USA","DF,MF","Crystal Palace",23,2000,23.3,942,902,37,18,1,5,1,14,0,0,0,0,778,3,15,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
452,"Richarlison","/en/players/fa031b34/Richarlison","br BRA","FW","Tottenham",26,1997,16.6,392,360,29,3,2,3,14,1,0,0,0,0,267,3,25,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
453,"Jaïro Riedewald","/en/players/7a1f2c08/Jairo-Riedewald","nl NED","MF,FW","Crystal Palace",26,1996,2.6,113,104,7,5,0,0,3,0,2,1,0,1,87,2,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
454,"Matt Ritchie","/en/players/71ef519e/Matt-Ritchie","sct SCO","FW,MF","Newcastle Utd",33,1989,1.4,93,91,2,0,0,0,7,0,2,1,0,0,70,0,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
455,"Connor Roberts","/en/players/24fae784/Connor-Roberts","wls WAL","DF","Burnley",27,1995,9.1,495,406,87,13,0,2,10,74,0,0,0,0,395,2,9,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
456,"Andrew Robertson","/en/players/2e4f5f03/Andrew-Robertson","sct SCO","DF","Liverpool",29,1994,18.8,1547,1297,240,41,0,7,184,109,90,34,53,0,1248,10,29,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
457,"Antonee Robinson","/en/players/289601e6/Antonee-Robinson","us USA","DF","Fulham",25,1997,36.3,2054,1736,314,25,1,11,132,289,0,0,0,0,1514,4,68,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
458,"Jack Robinson","/en/players/7399c7a8/Jack-Robinson","eng ENG","DF","Sheffield Utd",29,1993,32.1,1255,1045,205,32,1,7,12,173,0,0,0,0,895,5,21,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
459,"Rodri","/en/players/6434f10d/Rodri","es ESP","MF","Manchester City",27,1996,32.6,3656,3572,79,69,15,36,12,6,3,0,0,0,3365,5,22,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
460,"Jay Rodriguez","/en/players/4ab53cdb/Jay-Rodriguez","eng ENG","FW","Burnley",34,1989,9.1,216,216,0,0,1,4,1,0,0,0,0,0,142,0,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
461,"Mads Roerslev","/en/players/57c94db2/Mads-Roerslev","dk DEN","DF","Brentford",24,1999,22.1,742,664,74,3,1,3,62,71,0,0,0,0,496,4,29,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
462,"Morgan Rogers","/en/players/2e5915f1/Morgan-Rogers","eng ENG","MF,FW","Aston Villa",21,2002,7.1,195,182,10,0,2,2,2,2,0,0,0,0,147,3,7,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
463,"Cristian Romero","/en/players/a3d94a58/Cristian-Romero","ar ARG","DF","Tottenham",25,1998,31,2606,2456,147,123,6,4,3,14,0,0,0,0,2390,3,24,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
464,"Joe Rothwell","/en/players/10a10454/Joe-Rothwell","eng ENG","MF","Bournemouth",28,1995,4.3,216,194,20,11,0,1,12,0,8,6,0,1,179,2,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
465,"Pelly Ruddock Mpanzu","/en/players/a9b1c319/Pelly-Ruddock-Mpanzu","cd COD","MF","Luton Town",30,1993,12.2,364,338,24,7,0,7,11,8,2,0,0,0,268,2,13,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
466,"José Sá","/en/players/903b6e8b/Jose-Sa","pt POR","GK","Wolves",30,1993,33.7,1097,771,323,70,0,1,0,0,0,0,0,0,720,3,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
467,"Dominic Sadi","/en/players/54778940/Dominic-Sadi","eng ENG","FW","Bournemouth",19,2003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
468,"Bukayo Saka","/en/players/bc7dc64d/Bukayo-Saka","eng ENG","FW","Arsenal",21,2001,32.4,1512,1365,138,7,4,3,181,12,119,99,0,0,1143,9,50,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
469,"Mohamed Salah","/en/players/e342ad68/Mohamed-Salah","eg EGY","FW","Liverpool",31,1992,28.2,1010,968,28,4,18,3,41,20,0,0,0,0,737,14,42,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
470,"William Saliba","/en/players/972aeb2a/William-Saliba","fr FRA","DF","Arsenal",22,2001,38,2851,2794,55,33,3,2,3,7,0,0,0,0,2635,2,11,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
471,"Albert Sambi Lokonga","/en/players/1b4f1169/Albert-Sambi-Lokonga","be BEL","MF","Luton Town",23,1999,14.5,766,694,67,28,5,11,13,8,2,1,1,0,669,5,3,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
472,"Davinson Sánchez","/en/players/da7b447d/Davinson-Sanchez","co COL","DF","Tottenham",27,1996,0.9,75,73,2,1,0,0,0,1,0,0,0,0,68,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
473,"Robert Sánchez","/en/players/6a713852/Robert-Sanchez","es ESP","GK","Chelsea",25,1997,15.9,609,487,120,29,0,2,0,0,0,0,0,0,500,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
474,"Jadon Sancho","/en/players/dbf053da/Jadon-Sancho","eng ENG","FW,MF","Manchester Utd",23,2000,0.9,43,41,1,0,0,0,1,0,1,0,0,0,34,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
475,"Ibrahim Sangaré","/en/players/bced0375/Ibrahim-Sangare","ci CIV","MF","Nott'ham Forest",25,1997,11.5,425,414,8,7,3,6,2,1,0,0,0,0,339,3,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
476,"Andrey Santos","/en/players/dd745366/Andrey-Santos","br BRA","MF","Nott'ham Forest",19,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
477,"Pablo Sarabia","/en/players/9744ff80/Pablo-Sarabia","es ESP","MF,FW","Wolves",31,1992,19.4,976,837,130,34,9,7,131,7,71,37,19,10,684,9,44,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
478,"Dane Scarlett","/en/players/21945a9e/Dane-Scarlett","eng ENG","FW","Tottenham",19,2004,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
479,"Kevin Schade","/en/players/52afb588/Kevin-Schade","de GER","FW,MF","Brentford",21,2001,3.7,95,93,0,0,1,0,5,0,0,0,0,0,58,2,4,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
480,"Fabian Schär","/en/players/c8aa95da/Fabian-Schar","ch SUI","DF","Newcastle Utd",31,1991,33.9,2128,2044,76,67,6,41,8,6,0,0,0,0,1762,8,15,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
481,"Jeffrey Schlupp","/en/players/3312f911/Jeffrey-Schlupp","gh GHA","FW,MF","Crystal Palace",30,1992,15,334,329,4,2,0,0,10,0,0,0,0,0,247,1,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
482,"Alex Scott","/en/players/104d0bb8/Alex-Scott","eng ENG","MF","Bournemouth",19,2003,11.3,474,429,43,10,2,4,36,4,26,22,1,0,361,2,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
483,"Matz Sels","/en/players/834b5c4c/Matz-Sels","be BEL","GK","Nott'ham Forest",31,1992,16,378,254,122,29,0,0,0,0,0,0,0,0,263,2,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
484,"Nélson Semedo","/en/players/d04b94db/Nelson-Semedo","pt POR","DF,MF","Wolves",29,1993,34.3,1849,1571,273,25,2,9,80,248,0,0,0,0,1474,5,42,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
485,"Antoine Semenyo","/en/players/efd2ec23/Antoine-Semenyo","gh GHA","FW","Bournemouth",23,2000,23.4,647,632,11,0,5,3,45,11,0,0,0,0,452,4,26,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
486,"Marcos Senesi","/en/players/35141f4c/Marcos-Senesi","ar ARG","DF","Bournemouth",26,1997,24.9,1297,1244,47,40,4,6,25,7,0,0,0,0,1005,6,17,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
487,"Luke Shaw","/en/players/9c94165b/Luke-Shaw","eng ENG","DF","Manchester Utd",28,1995,10.7,648,540,106,17,2,3,33,62,19,3,12,0,531,2,10,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
488,"James Shea","/en/players/ee7c0a5e/James-Shea","eng ENG","GK","Luton Town",32,1991,0.2,9,5,4,1,0,0,0,0,0,0,0,0,6,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
489,"Bernardo Silva","/en/players/3eb22ec9/Bernardo-Silva","pt POR","MF,FW","Manchester City",28,1994,28.6,1936,1831,99,40,2,7,83,23,21,10,0,0,1671,6,37,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
490,"Fábio Silva","/en/players/e7aa9d7c/Fabio-Silva","pt POR","FW","Wolves",21,2002,2.9,76,72,4,1,1,0,0,1,0,0,0,0,61,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
491,"Thiago Silva","/en/players/86e7deaf/Thiago-Silva","br BRA","DF","Chelsea",38,1984,28.1,2287,2198,88,60,0,9,4,3,0,0,0,0,2166,1,6,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
492,"Luis Sinisterra","/en/players/8e16dd48/Luis-Sinisterra","co COL","FW,MF","Bournemouth",24,1999,7.8,292,292,0,0,1,5,11,0,0,0,0,0,226,0,16,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
493,"Oliver Skipp","/en/players/6250083a/Oliver-Skipp","eng ENG","MF,DF","Tottenham",22,2000,7.9,383,366,16,8,1,0,1,8,0,0,0,0,351,1,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
494,"Adam Smith","/en/players/20b104bc/Adam-Smith","eng ENG","DF","Bournemouth",32,1991,23.9,1025,793,229,14,3,1,39,215,0,0,0,0,782,3,26,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
495,"Emile Smith Rowe","/en/players/17695062/Emile-Smith-Rowe","eng ENG","MF","Arsenal",23,2000,3.9,213,207,6,3,0,1,1,1,1,0,0,0,188,0,2,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
496,"Cédric Soares","/en/players/839c14e1/Cedric-Soares","pt POR","DF","Arsenal",31,1991,0.7,69,61,8,2,0,0,4,6,0,0,0,0,60,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
497,"Dominic Solanke","/en/players/e77dc3b2/Dominic-Solanke","eng ENG","FW","Bournemouth",25,1997,36.9,544,485,58,0,1,1,6,4,0,0,0,0,400,1,30,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
498,"Manor Solomon","/en/players/886f9aac/Manor-Solomon","il ISR","FW","Tottenham",24,1999,2.2,90,90,0,0,1,0,5,0,0,0,0,0,78,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
499,"Tomáš Souček","/en/players/6613c819/Tomas-Soucek","cz CZE","MF","West Ham",28,1995,31.9,962,949,7,2,2,9,6,3,0,0,0,0,722,6,27,"Matches","https://fbref.com/en/comps/9/2023-2024/passing_types/2023-2024-Premier-League-Stats"
