"Rk","Player","Player_Href","Nation","Pos","Squad","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA Types","PassDead_SCA Types","TO_SCA Types","Sh_SCA Types","Fld_SCA Types","Def_SCA Types","GCA_GCA","GCA90_GCA","PassLive_GCA Types","PassDead_GCA Types","TO_GCA Types","Sh_GCA Types","Fld_GCA Types","Def_GCA Types","Matches","url"
390,"Dara O'Shea","/en/players/1d042188/Dara-OShea","ie IRL","DF","Burnley",24,1999,32.1,32,1,27,0,0,3,1,1,6,0.19,6,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
391,"Michael Obafemi","/en/players/caa1a7f0/Michael-Obafemi","ie IRL","FW,MF","Burnley",23,2000,0.2,1,4.29,1,0,0,0,0,0,1,4.29,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
392,"Wilson Odobert","/en/players/35516eac/Wilson-Odobert","fr FRA","MF,FW","Burnley",18,2004,23.3,76,3.26,55,0,10,8,3,0,4,0.17,3,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
393,"Odeluga Offiah","/en/players/65c3efa2/Odeluga-Offiah","eng ENG","DF","Brighton",20,2002,1.4,4,2.81,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
394,"Chiedozie Ogbene","/en/players/788c0277/Chiedozie-Ogbene","ie IRL","MF,DF","Luton Town",26,1997,22.2,79,3.56,51,2,12,5,9,0,9,0.41,1,0,2,2,4,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
395,"Angelo Ogbonna","/en/players/74b2cd7e/Angelo-Ogbonna","it ITA","DF","West Ham",35,1988,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
396,"Michael Olakigbe","/en/players/cdd70dc0/Michael-Olakigbe","eng ENG","DF,FW","Brentford",19,2004,0.7,3,4.58,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
397,"Michael Olise","/en/players/c4486bac/Michael-Olise","fr FRA","FW,MF","Crystal Palace",21,2001,14.2,82,5.79,44,15,11,5,7,0,14,0.99,11,1,2,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
398,"Robin Olsen","/en/players/e7ee38c3/Robin-Olsen","se SWE","GK","Aston Villa",33,1990,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
399,"Andrew Omobamidele","/en/players/c393a6c4/Andrew-Omobamidele","ie IRL","DF","Nott'ham Forest",21,2002,8.7,6,0.69,5,0,0,1,0,0,1,0.11,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
400,"Amadou Onana","/en/players/828657ff/Amadou-Onana","be BEL","MF","Everton",21,2001,23.2,56,2.41,47,0,1,3,4,1,1,0.04,0,0,0,0,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
401,"André Onana","/en/players/e9c0c1b2/Andre-Onana","cm CMR","GK","Manchester Utd",27,1996,38,6,0.16,6,0,0,0,0,0,1,0.03,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
402,"Ryan One","/en/players/d4aa4582/Ryan-One","sct SCO","FW","Sheffield Utd",17,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
403,"Tyler Onyango","/en/players/d86a1f3e/Tyler-Onyango","eng ENG","MF","Everton",20,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
404,"Fred Onyedinma","/en/players/387d06b2/Fred-Onyedinma","eng ENG","DF,MF","Luton Town",26,1996,4.5,5,1.11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
405,"Frank Onyeka","/en/players/2944f86f/Frank-Onyeka","ng NGA","MF","Brentford",25,1998,12.9,32,2.48,22,0,2,3,4,1,1,0.08,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
406,"Divock Origi","/en/players/43a166b4/Divock-Origi","be BEL","FW","Nott'ham Forest",28,1995,6.7,16,2.38,11,1,2,1,1,0,2,0.3,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
407,"Stefan Ortega","/en/players/c1242d4e/Stefan-Ortega","de GER","GK","Manchester City",30,1992,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
408,"Ben Osborn","/en/players/79bc4c45/Ben-Osborn","eng ENG","DF,MF","Sheffield Utd",28,1994,15.2,24,1.58,22,1,0,0,1,0,3,0.2,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
409,"Gabriel Osho","/en/players/cd889153/Gabriel-Osho","ng NGA","DF","Luton Town",24,1998,20.5,8,0.39,7,0,1,0,0,0,3,0.15,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
410,"William Osula","/en/players/7b355808/William-Osula","dk DEN","FW","Sheffield Utd",19,2003,8.7,12,1.37,3,0,1,5,3,0,1,0.11,0,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
411,"Dango Ouattara","/en/players/2f9e4435/Dango-Ouattara","bf BFA","FW,DF","Bournemouth",21,2002,13.7,45,3.3,34,1,4,2,1,3,3,0.22,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
412,"David Ozoh","/en/players/d00d45ab/David-Ozoh","eng ENG","MF,DF","Crystal Palace",18,2005,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
413,"João Palhinha","/en/players/a78ff07f/Joao-Palhinha","pt POR","MF","Fulham",28,1995,30,33,1.1,23,2,0,4,2,2,2,0.07,1,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
414,"Cole Palmer","/en/players/dc7f8a28/Cole-Palmer","eng ENG","FW,MF","Chelsea",21,2002,29,162,5.59,116,12,14,10,5,5,26,0.9,20,0,1,2,1,2,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
415,"Cole Palmer","/en/players/dc7f8a28/Cole-Palmer","eng ENG","MF","Manchester City",21,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
416,"Emerson Palmieri","/en/players/e0bc6fdc/Emerson-Palmieri","it ITA","DF","West Ham",28,1994,34.9,74,2.12,49,6,3,4,8,4,12,0.34,6,2,1,1,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
417,"Lucas Paquetá","/en/players/9b6f7fd5/Lucas-Paqueta","br BRA","FW,MF","West Ham",25,1997,29.1,95,3.26,77,1,7,2,6,2,16,0.55,13,1,2,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
418,"Ben Parkinson","/en/players/32163807/Ben-Parkinson","eng ENG","FW","Newcastle Utd",18,2005,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
419,"Thomas Partey","/en/players/529f49ab/Thomas-Partey","gh GHA","MF,DF","Arsenal",30,1993,8.8,25,2.86,24,0,0,0,1,0,4,0.46,4,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
420,"Nathan Patterson","/en/players/230f0471/Nathan-Patterson","sct SCO","DF","Everton",21,2001,11.2,20,1.79,14,3,0,1,0,2,2,0.18,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
421,"Myles Peart-Harris","/en/players/ea1a5662/Myles-Peart-Harris","eng ENG","DF,MF","Brentford",20,2002,0.1,1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
422,"Sydie Peck","/en/players/767d9605/Sydie-Peck","eng ENG","MF","Sheffield Utd",18,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
423,"Facundo Pellistri","/en/players/ac7e7b1c/Facundo-Pellistri","uy URU","FW,MF","Manchester Utd",21,2001,1.9,3,1.57,2,0,0,0,1,0,1,0.52,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
424,"Andreas Pereira","/en/players/6639e500/Andreas-Pereira","br BRA","MF","Fulham",27,1996,29,137,4.72,80,48,3,3,3,0,15,0.52,10,4,1,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
425,"Ivan Perišić","/en/players/6fe90922/Ivan-Perisic","hr CRO","FW","Tottenham",34,1989,1.1,8,6.99,6,1,1,0,0,0,2,1.75,1,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
426,"Đorđe Petrović","/en/players/0cf321c8/Djordje-Petrovic","rs SRB","GK","Chelsea",23,1999,22.1,1,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
427,"Kalvin Phillips","/en/players/4f565d77/Kalvin-Phillips","eng ENG","MF","West Ham",27,1995,3.4,5,1.46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
428,"Kalvin Phillips","/en/players/4f565d77/Kalvin-Phillips","eng ENG","MF","Manchester City",27,1995,1,1,0.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
429,"Jaden Philogene Bidace","/en/players/19f4d211/Jaden-Philogene-Bidace","eng ENG","FW","Aston Villa",21,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
430,"Jordan Pickford","/en/players/4806ec67/Jordan-Pickford","eng ENG","GK","Everton",29,1994,38,24,0.63,14,10,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
431,"Ethan Pinnock","/en/players/e541326e/Ethan-Pinnock","jm JAM","DF","Brentford",30,1993,28,24,0.86,16,1,0,6,0,1,1,0.04,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
432,"Nick Pope","/en/players/4b40d9ca/Nick-Pope","eng ENG","GK","Newcastle Utd",31,1992,14.9,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
433,"Pedro Porro","/en/players/27d0a506/Pedro-Porro","es ESP","DF","Tottenham",23,1999,34.3,107,3.12,66,28,4,5,4,0,12,0.35,9,3,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
434,"Jarell Quansah","/en/players/4125cb98/Jarell-Quansah","eng ENG","DF","Liverpool",20,2003,13.2,13,0.98,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
435,"Ionuț Radu","/en/players/67f649be/Ionut-Radu","ro ROU","GK","Bournemouth",26,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
436,"Jesurun Rak Sakyi","/en/players/45685411/Jesurun-Rak-Sakyi","eng ENG","MF,FW","Crystal Palace",20,2002,1.5,6,3.97,4,0,2,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
437,"Aaron Ramsdale","/en/players/466fb2c5/Aaron-Ramsdale","eng ENG","GK","Arsenal",25,1998,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
438,"Aaron Ramsey","/en/players/e1618c22/Aaron-Ramsey","eng ENG","MF,FW","Burnley",20,2003,5.9,5,0.85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
439,"Jacob Ramsey","/en/players/1544f145/Jacob-Ramsey","eng ENG","FW,MF","Aston Villa",22,2001,9.5,29,3.06,23,2,1,2,0,1,3,0.32,2,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
440,"Marcus Rashford","/en/players/a1d5bd30/Marcus-Rashford","eng ENG","FW","Manchester Utd",25,1997,25.2,87,3.45,57,1,16,7,6,0,12,0.48,10,0,1,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
441,"David Raya","/en/players/98ea5115/David-Raya","es ESP","GK","Arsenal",27,1995,32,4,0.12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
442,"Tim Ream","/en/players/28b40c9c/Tim-Ream","us USA","DF","Fulham",35,1987,16.7,10,0.6,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
443,"Nathan Redmond","/en/players/ab651565/Nathan-Redmond","eng ENG","FW,MF","Burnley",29,1994,1.6,8,5.07,6,0,1,0,1,0,1,0.63,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
444,"Harrison Reed","/en/players/803ae100/Harrison-Reed","eng ENG","MF","Fulham",28,1995,14.7,29,1.97,25,3,0,0,1,0,5,0.34,3,2,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
445,"Sergio Reguilón","/en/players/3353737a/Sergio-Reguilon","es ESP","DF","Manchester Utd",26,1996,4.6,15,3.28,13,1,0,1,0,0,1,0.22,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
446,"Sergio Reguilón","/en/players/3353737a/Sergio-Reguilon","es ESP","DF","Brentford",26,1996,12.4,35,2.82,20,11,1,2,1,0,6,0.48,2,2,0,2,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
447,"Bobby Reid","/en/players/0f7533cd/Bobby-Reid","jm JAM","FW","Fulham",30,1993,15.8,35,2.17,29,0,1,3,0,2,4,0.25,3,0,0,0,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
448,"Gio Reyna","/en/players/7fa4e703/Gio-Reyna","us USA","FW,MF","Nott'ham Forest",20,2002,2.6,12,4.6,9,1,1,0,0,1,2,0.77,1,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
449,"Rodrigo Ribeiro","/en/players/484a3eae/Rodrigo-Ribeiro","pt POR","MF,FW","Nott'ham Forest",18,2005,0.2,1,5.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
450,"Declan Rice","/en/players/1c7012b8/Declan-Rice","eng ENG","MF","Arsenal",24,1999,35.8,100,2.79,71,16,3,5,0,5,12,0.33,6,5,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
451,"Chris Richards","/en/players/0a3d6d2b/Chris-Richards","us USA","DF,MF","Crystal Palace",23,2000,23.3,16,0.69,11,0,0,2,0,3,3,0.13,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
452,"Richarlison","/en/players/fa031b34/Richarlison","br BRA","FW","Tottenham",26,1997,16.6,34,2.05,23,0,3,5,2,1,5,0.3,5,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
453,"Jaïro Riedewald","/en/players/7a1f2c08/Jairo-Riedewald","nl NED","MF,FW","Crystal Palace",26,1996,2.6,1,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
454,"Matt Ritchie","/en/players/71ef519e/Matt-Ritchie","sct SCO","FW,MF","Newcastle Utd",33,1989,1.4,3,2.11,3,0,0,0,0,0,1,0.7,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
455,"Connor Roberts","/en/players/24fae784/Connor-Roberts","wls WAL","DF","Burnley",27,1995,9.1,18,1.97,13,5,0,0,0,0,3,0.33,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
456,"Andrew Robertson","/en/players/2e4f5f03/Andrew-Robertson","sct SCO","DF","Liverpool",29,1994,18.8,97,5.16,62,33,1,0,1,0,5,0.27,3,2,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
457,"Antonee Robinson","/en/players/289601e6/Antonee-Robinson","us USA","DF","Fulham",25,1997,36.3,69,1.9,63,2,2,0,1,1,7,0.19,7,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
458,"Jack Robinson","/en/players/7399c7a8/Jack-Robinson","eng ENG","DF","Sheffield Utd",29,1993,32.1,23,0.72,12,7,0,3,0,1,1,0.03,0,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
459,"Rodri","/en/players/6434f10d/Rodri","es ESP","MF","Manchester City",27,1996,32.6,157,4.82,130,2,8,5,6,6,23,0.71,17,0,3,1,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
460,"Jay Rodriguez","/en/players/4ab53cdb/Jay-Rodriguez","eng ENG","FW","Burnley",34,1989,9.1,13,1.42,7,0,2,4,0,0,1,0.11,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
461,"Mads Roerslev","/en/players/57c94db2/Mads-Roerslev","dk DEN","DF","Brentford",24,1999,22.1,33,1.5,29,0,3,0,0,1,3,0.14,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
462,"Morgan Rogers","/en/players/2e5915f1/Morgan-Rogers","eng ENG","MF,FW","Aston Villa",21,2002,7.1,23,3.25,18,0,3,0,2,0,4,0.57,2,0,1,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
463,"Cristian Romero","/en/players/a3d94a58/Cristian-Romero","ar ARG","DF","Tottenham",25,1998,31,35,1.13,28,2,0,3,0,2,2,0.06,1,0,0,1,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
464,"Joe Rothwell","/en/players/10a10454/Joe-Rothwell","eng ENG","MF","Bournemouth",28,1995,4.3,12,2.8,6,3,1,1,1,0,1,0.23,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
465,"Pelly Ruddock Mpanzu","/en/players/a9b1c319/Pelly-Ruddock-Mpanzu","cd COD","MF","Luton Town",30,1993,12.2,19,1.55,12,1,2,1,2,1,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
466,"José Sá","/en/players/903b6e8b/Jose-Sa","pt POR","GK","Wolves",30,1993,33.7,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
467,"Dominic Sadi","/en/players/54778940/Dominic-Sadi","eng ENG","FW","Bournemouth",19,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
468,"Bukayo Saka","/en/players/bc7dc64d/Bukayo-Saka","eng ENG","FW","Arsenal",21,2001,32.4,188,5.8,137,26,10,9,4,2,21,0.65,16,2,1,1,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
469,"Mohamed Salah","/en/players/e342ad68/Mohamed-Salah","eg EGY","FW","Liverpool",31,1992,28.2,139,4.94,103,2,7,21,5,1,20,0.71,14,0,2,3,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
470,"William Saliba","/en/players/972aeb2a/William-Saliba","fr FRA","DF","Arsenal",22,2001,38,29,0.76,26,0,1,2,0,0,3,0.08,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
471,"Albert Sambi Lokonga","/en/players/1b4f1169/Albert-Sambi-Lokonga","be BEL","MF","Luton Town",23,1999,14.5,27,1.86,22,0,0,1,3,1,3,0.21,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
472,"Davinson Sánchez","/en/players/da7b447d/Davinson-Sanchez","co COL","DF","Tottenham",27,1996,0.9,1,1.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
473,"Robert Sánchez","/en/players/6a713852/Robert-Sanchez","es ESP","GK","Chelsea",25,1997,15.9,2,0.13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
474,"Jadon Sancho","/en/players/dbf053da/Jadon-Sancho","eng ENG","FW,MF","Manchester Utd",23,2000,0.9,4,4.62,1,1,0,0,1,1,1,1.15,0,1,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
475,"Ibrahim Sangaré","/en/players/bced0375/Ibrahim-Sangare","ci CIV","MF","Nott'ham Forest",25,1997,11.5,18,1.57,15,0,0,1,1,1,2,0.17,2,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
476,"Andrey Santos","/en/players/dd745366/Andrey-Santos","br BRA","MF","Nott'ham Forest",19,2004,0.1,2,22.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
477,"Pablo Sarabia","/en/players/9744ff80/Pablo-Sarabia","es ESP","MF,FW","Wolves",31,1992,19.4,87,4.49,49,26,2,4,5,1,11,0.57,7,4,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
478,"Dane Scarlett","/en/players/21945a9e/Dane-Scarlett","eng ENG","FW","Tottenham",19,2004,0.2,1,4.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
479,"Kevin Schade","/en/players/52afb588/Kevin-Schade","de GER","FW,MF","Brentford",21,2001,3.7,12,3.22,8,0,1,1,2,0,3,0.81,2,0,0,0,1,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
480,"Fabian Schär","/en/players/c8aa95da/Fabian-Schar","ch SUI","DF","Newcastle Utd",31,1991,33.9,47,1.39,33,2,2,4,5,1,12,0.35,8,0,0,0,3,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
481,"Jeffrey Schlupp","/en/players/3312f911/Jeffrey-Schlupp","gh GHA","FW,MF","Crystal Palace",30,1992,15,28,1.86,21,0,2,1,2,2,3,0.2,3,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
482,"Alex Scott","/en/players/104d0bb8/Alex-Scott","eng ENG","MF","Bournemouth",19,2003,11.3,44,3.91,32,5,2,2,2,1,3,0.27,2,0,1,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
483,"Matz Sels","/en/players/834b5c4c/Matz-Sels","be BEL","GK","Nott'ham Forest",31,1992,16,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
484,"Nélson Semedo","/en/players/d04b94db/Nelson-Semedo","pt POR","DF,MF","Wolves",29,1993,34.3,60,1.75,46,0,3,2,6,3,3,0.09,2,0,0,0,0,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
485,"Antoine Semenyo","/en/players/efd2ec23/Antoine-Semenyo","gh GHA","FW","Bournemouth",23,2000,23.4,72,3.08,50,0,11,9,1,1,7,0.3,4,0,0,1,1,1,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
486,"Marcos Senesi","/en/players/35141f4c/Marcos-Senesi","ar ARG","DF","Bournemouth",26,1997,24.9,49,1.97,44,0,0,2,1,2,8,0.32,8,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
487,"Luke Shaw","/en/players/9c94165b/Luke-Shaw","eng ENG","DF","Manchester Utd",28,1995,10.7,23,2.16,13,9,1,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
488,"James Shea","/en/players/ee7c0a5e/James-Shea","eng ENG","GK","Luton Town",32,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","https://fbref.com/en/comps/9/2023-2024/gca/2023-2024-Premier-League-Stats"
